t	1	2	3
491	0.16216848548635526	0.16217970591473432	0.8975106550562562
492	0.16216848548635526	0.1621740957005448	0.8975106550562562
493	0.16216848548635526	0.16217129059345003	0.8975106550562562
494	0.16216848548635526	0.16216988803990265	0.8975106550562562
495	0.16216848548635526	0.16216918676312897	0.8975106550562562
496	0.16216848548635526	0.16216883612474212	0.8975106550562562
497	0.1621686608055487	0.16216883612474212	0.8975106550562562
498	0.1621686608055487	0.5298397455904992	0.8975106550562562
499	0.1621686608055487	0.7136752003233777	0.8975106550562562
500	0.1621686608055487	0.8055929276898169	0.8975106550562562
501	0.1621686608055487	0.8515517913730366	0.8975106550562562
502	0.1621686608055487	0.8745312232146464	0.8975106550562562
503	0.1621686608055487	0.8860209391354512	0.8975106550562562
504	0.1621686608055487	0.8917657970958537	0.8975106550562562
505	0.1621686608055487	0.8946382260760549	0.8975106550562562
506	0.1621686608055487	0.8960744405661556	0.8975106550562562
507	0.1621686608055487	0.8967925478112059	0.8975106550562562
508	0.1621686608055487	0.8971516014337311	0.8975106550562562
509	0.1621686608055487	0.8973311282449936	0.8975106550562562
510	0.1621686608055487	0.8974208916506249	0.8975106550562562
511	0.1621686608055487	0.8974657733534406	0.8975106550562562
512	0.1621686608055487	0.8974882142048484	0.8975106550562562
513	0.1621686608055487	0.8974994346305523	0.8975106550562562
514	0.1621686608055487	0.8975050448434042	0.8975106550562562
515	0.1621686608055487	0.8975078499498301	0.8975106550562562
516	0.1621686608055487	0.8975092525030431	0.8975106550562562
517	0.1621686608055487	0.8975099537796496	0.8975106550562562
518	0.1621686608055487	0.8975103044179529	0.8975106550562562
519	0.1621686608055487	0.8975104797371045	0.8975106550562562
520	0.1621686608055487	0.8975104797371045	0.8975105673966803
